user_id,discussion_involvement_ratio,hashtag_post_ratio,pct_url,pct_curse,reply_post_ratio,avg_post_length,total_posts,pct_not_high_factual,pct_not_high_credibility,pct_not_high_popularity,bias_mean,bias_variance,bias_distribution,side,composite_probability,composite_log_odds
234521.0,0.0411522633744856,0.0769230769230769,36.53846153846153,0.0,0.0,202.96153846153845,52,50.0,30.0,30.0,-0.75,0.2625,"[-0.5, -1.5, -0.5, -1.5, -0.5, -1.5, -0.5, -0.5, 0.0, -0.5]",1,0.9571223303851609,3.105580041610682
35527.0,0.119047619047619,0.0434782608695652,30.434782608695656,0.0,0.0,199.43478260869568,23,0.0,0.0,0.0,-0.4,0.04,"[0.0, -0.5, -0.5, -0.5, -0.5]",0,0.46464319762445266,-0.14166365081922366
2076512.0,0.6041666666666666,0.0246913580246913,38.2716049382716,0.0,0.0,176.09876543209876,81,58.620689655172406,37.93103448275862,41.37931034482759,-0.7777777777777778,0.2283950617283951,"[-1.5, -0.5, -1.5, -0.5, 0.0, -1.5, -1.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, -0.5, -0.5, -0.5, -1.5, -0.5, -0.5, -1.5, -1.5, -0.5]",1,0.9990924764127658,7.0038830650843575
280571.0,0.2666666666666666,0.0142857142857142,7.142857142857142,5.714285714285714,0.0,190.0857142857143,70,75.0,50.0,25.0,-0.5,0.0,"[-0.5, -0.5, -0.5, -0.5]",1,0.9958593308915951,5.482748618399794
269624.0,0.1135135135135135,0.0892857142857142,49.10714285714285,0.0,0.0,223.9375,112,28.57142857142857,28.57142857142857,28.57142857142857,-0.4047619047619047,0.2290249433106576,"[0.0, 0.0, -0.5, -0.5, -0.5, 0.5, 0.0, -0.5, -0.5, -0.5, -0.5, 0.5, -0.5, -0.5, -0.5, -1.5, -1.5, 0.0, -0.5, -0.5, -0.5]",1,0.7807788122341359,1.2702106888416367
142773.0,0.0601092896174863,0.0,21.904761904761905,0.9523809523809524,0.0,206.7047619047619,210,54.54545454545454,31.818181818181817,31.818181818181817,-0.5,0.6136363636363636,"[-0.5, -0.5, -1.5, -1.5, -0.5, -1.5, -0.5, -0.5, 0.0, -0.5, -0.5, 0.5, -1.5, 1.5, -0.5, -1.5, 0.5, 0.0, -0.5, -1.5, 0.5, -0.5]",1,0.9582489098966456,3.1333820054459607
9387.0,0.0203125,0.2363636363636363,23.63636363636364,0.9090909090909092,0.0,219.0636363636364,110,7.6923076923076925,0.0,0.0,-0.3461538461538461,0.0917159763313609,"[-0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, 0.0, 0.5, -0.5, 0.0, -0.5]",0,0.11712559535820678,-2.0199361297418568
32258.0,0.0089766606822262,0.0,14.634146341463412,4.065040650406504,0.0,223.45528455284557,123,10.0,0.0,0.0,-0.6,0.24,"[-0.5, -0.5, -1.5, -0.5, -0.5, 0.0, -0.5, -1.5, 0.0, -0.5]",1,0.5684912437310382,0.2756981077184052
14811.0,0.0327868852459016,0.0714285714285714,21.428571428571427,0.0,0.0,187.5,14,0.0,0.0,0.0,-0.25,0.0625,"[0.0, -0.5]",0,0.2896342106396716,-0.8971612494529404
66090.0,0.0233236151603498,0.0,26.785714285714285,8.928571428571429,0.0,217.16071428571428,56,12.5,12.5,0.0,-0.875,0.234375,"[-0.5, -1.5, -1.5, -0.5, -1.5, -0.5, -0.5, -0.5]",1,0.7762646665010685,1.2440297207140099
659085.0,0.180695847362514,0.005686789151356,14.566929133858268,0.7874015748031495,0.0,212.68241469816272,2286,45.962732919254655,37.267080745341616,18.633540372670808,0.0261437908496732,0.401277286513734,"[0.5, -0.5, 0.5, -0.5, -0.5, -0.5, 0.0, 0.0, 0.0, 0.5, -0.5, -0.5, -0.5, 0.0, -0.5, -0.5, 0.0, 0.5, 0.5, 0.5, 0.0, -0.5, -0.5, 0.0, -0.5, -0.5, 0.0, -0.5, 0.0, -0.5, 0.5, -0.5, -0.5, 0.5, -1.5, -0.5, -0.5, -0.5, 0.5, -0.5, -0.5, 1.5, 0.0, -0.5, -0.5, 0.0, 0.0, -0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, -0.5, 0.0, 0.0, 0.5, -0.5, 0.0, 0.0, -0.5, 1.5, -0.5, -0.5, 0.5, 0.5, -0.5, 0.0, 0.0, -0.5, -0.5, 0.5, 0.0, 0.0, 1.5, 0.0, 0.5, 0.5, 0.0, 0.5, -0.5, 0.0, 0.0, 0.0, -0.5, 0.5, 0.0, -0.5, -0.5, 1.5, 1.5, 0.5, 1.5, -0.5, 1.5, -0.5, -0.5, -0.5, 0.5, -0.5, -0.5, -0.5, -0.5, 1.5, 1.5, 0.0, 1.5, -0.5, -0.5, 1.5, 1.5, -0.5, -1.5, 0.5, 0.5, 0.5, 1.5, -0.5, -0.5, 0.5, 0.0, 0.0, 1.5, -0.5, 1.5, 0.0, -0.5, 0.0, 0.5, 0.5, -0.5, 0.0, -0.5, 0.0, -0.5, 0.0, 0.0, -0.5, 0.0, 0.5, -0.5, 0.0, -0.5, 0.0, 0.0, -0.5, -0.5, 0.0, 0.0, 0.0, -0.5, -0.5]",1,0.9572796862384417,3.1094210626473147
82464.0,0.04,0.0064935064935064,17.532467532467532,3.2467532467532463,0.0,176.33116883116884,154,50.0,37.5,12.5,-0.8125,0.30859375,"[-0.5, -1.5, -1.5, 0.0, -0.5, -0.5, 0.0, -1.5, -1.5, -0.5, -1.5, -1.5, -0.5, -0.5, -0.5, -0.5]",1,0.9776958423650861,3.7804255199220655
237461.0,0.1666666666666666,0.0,50.0,0.0,0.0,199.0,6,33.33333333333333,0.0,0.0,-0.8333333333333334,0.2222222222222222,"[-0.5, -1.5, -0.5]",0,0.9167875379163682,2.3994786315753354
595704.0,0.059171597633136,0.1,40.0,0.0,0.0,226.65,40,50.0,40.0,40.0,-0.75,0.8625,"[-0.5, -1.5, 1.5, -1.5, 0.0, -1.5, -1.5, -0.5, -0.5, -1.5]",1,0.9223758248134342,2.475073845024713
562826.0,0.0608974358974358,0.0,13.930348258706468,11.442786069651742,0.0,235.8905472636816,201,31.57894736842105,5.263157894736842,15.789473684210526,-0.7894736842105263,0.350415512465374,"[-0.5, -0.5, -0.5, -0.5, -1.5, -1.5, -0.5, 0.0, -1.5, -1.5, -1.5, -0.5, -1.5, -0.5, -0.5, 0.5, -0.5, -0.5, -1.5]",1,0.8947783785759427,2.1405072598781705
167034.0,0.0344827586206896,0.0416666666666666,25.0,0.0,0.0,225.08333333333331,24,0.0,0.0,20.0,-0.2,0.06,"[0.0, 0.0, -0.5, -0.5, 0.0]",1,0.3459784864757849,-0.6367636509041721
18235.0,0.0511695906432748,0.0095693779904306,27.751196172248804,5.263157894736842,0.0,204.01435406698565,209,51.42857142857142,37.142857142857146,14.285714285714285,-0.696969696969697,0.241505968778696,"[-1.5, -1.5, -0.5, -1.5, -0.5, -0.5, 0.0, -0.5, -1.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5, 0.5, -0.5, -0.5, -1.5, -0.5, -0.5, -0.5, -0.5, -1.5, -0.5, -0.5, -0.5, -0.5, -0.5, -1.5]",1,0.9642347565604741,3.294358220188038
99811.0,0.0560747663551401,0.0256410256410256,46.15384615384615,0.0,0.0,238.84615384615384,39,0.0,0.0,16.666666666666664,-0.4166666666666667,0.0347222222222222,"[-0.5, -0.5, -0.5, 0.0, -0.5, -0.5]",0,0.43406901515818785,-0.2652685933003537
236646.0,0.0116959064327485,0.2142857142857142,85.71428571428571,0.0,0.0,249.0,14,100.0,0.0,0.0,-0.5,0.0,"[-0.5, -0.5]",1,0.7639072588743446,1.1742216941861645
